userId,attractionId,rating,archetype,dataOrigin,generatorVersion,seed
synthetic-history-003,lahore-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-003,baltit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-003,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-003,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-003,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,peshawar-museum,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,altit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,shalimar-gardens,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,lahore-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,pakistan-monument,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-004,rawal-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,badshahi-mosque,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,lok-virsa,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,baltit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,pakistan-monument,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,bala-hisar,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,rawal-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-005,shalimar-gardens,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,pakistan-monument,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,bala-hisar,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,faisal-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,swat-museum,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-006,rawal-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,frere-hall,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,passu-cones,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,badshahi-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-007,lahore-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,patriata,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,mazar-e-quaid,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,baltit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-008,lok-virsa,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,mohatta-palace,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,cold-desert,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,faisal-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,bala-hisar,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-009,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,margalla-hills,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,lok-virsa,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,mazar-e-quaid,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,clifton-beach,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,frere-hall,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-010,lahore-museum,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,clifton-beach,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,frere-hall,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,shalimar-gardens,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,lahore-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,swat-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-011,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,frere-hall,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,passu-cones,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,baltit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,mazar-e-quaid,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-012,rawal-lake,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,mazar-e-quaid,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,lahore-museum,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,bala-hisar,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,swat-museum,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-013,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,swat-museum,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,mazar-e-quaid,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,baltit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,cold-desert,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-014,upper-kachura,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,baltit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,passu-cones,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,cold-desert,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,swat-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,rawal-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,mazar-e-quaid,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,anarkali-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-015,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,burns-road,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,karimabad-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,cold-desert,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,baltit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,satpara-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-016,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,swat-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,lok-virsa,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,passu-cones,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,satpara-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-017,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,shalimar-gardens,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,pakistan-monument,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,frere-hall,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,swat-museum,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,karimabad-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-018,rawal-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,burns-road,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,passu-cones,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,satpara-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,upper-kachura,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-019,altit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,mazar-e-quaid,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,upper-kachura,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,rawal-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,frere-hall,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,karimabad-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,mohatta-palace,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-020,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,shalimar-gardens,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,shigar-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,malam-jabba,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,badshahi-mosque,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,mohatta-palace,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,anarkali-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-021,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,pakistan-monument,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,cold-desert,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,mazar-e-quaid,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,frere-hall,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-022,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,mall-road,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,bala-hisar,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,badshahi-mosque,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,pakistan-monument,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,frere-hall,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,mohatta-palace,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,lok-virsa,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-023,shigar-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,attabad-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,rawal-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,passu-cones,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,badshahi-mosque,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-024,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,upper-kachura,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,faisal-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,malam-jabba,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,shigar-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,bala-hisar,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,mall-road,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,frere-hall,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-025,swat-museum,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,passu-cones,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,satpara-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,cold-desert,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,badshahi-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,attabad-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-026,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,mohatta-palace,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,margalla-hills,1,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,mazar-e-quaid,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,passu-cones,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,swat-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,badshahi-mosque,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-027,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,rawal-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,lahore-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,patriata,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,pakistan-monument,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,anarkali-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,baltit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-028,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,margalla-hills,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,attabad-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,baltit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,mazar-e-quaid,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-029,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,mohatta-palace,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,rawal-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,attabad-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,shalimar-gardens,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,shigar-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-030,frere-hall,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,passu-cones,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,faisal-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,lahore-museum,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,shalimar-gardens,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,badshahi-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-031,burns-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,badshahi-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,patriata,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,rawal-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,mazar-e-quaid,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,anarkali-bazaar,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,lahore-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,attabad-lake,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-032,lok-virsa,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,lok-virsa,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,lahore-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,altit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,clifton-beach,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,baltit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,margalla-hills,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,mohatta-palace,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-033,pakistan-monument,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,peshawar-museum,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,bala-hisar,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,upper-kachura,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,mall-road,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,shigar-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,malam-jabba,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,baltit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,passu-cones,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,badshahi-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-034,margalla-hills,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,frere-hall,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,mazar-e-quaid,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,karimabad-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,lok-virsa,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,attabad-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,baltit-fort,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,faisal-mosque,5,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,altit-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,anarkali-bazaar,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-035,patriata,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-036,attabad-lake,2,history,semi_synthetic,1.0.0,20260810
synthetic-history-036,shigar-fort,4,history,semi_synthetic,1.0.0,20260810
synthetic-history-036,satpara-lake,3,history,semi_synthetic,1.0.0,20260810
synthetic-history-036,lok-virsa,3,history,semi_synthetic,1.0.0,20260810
